Row.names	PathwayMutatedGenes	BRCA12Cancer_NumNonMuts	BRCA12Cancer_NumMuts	BRCAXCancer_NumNonMuts	BRCAXCancer_NumMuts	BRCA12Cancer_MutationRate	BRCAXCancer_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
REACTOME_INSULIN_SYNTHESIS_AND_SECRETION	PDX1(2),RPL35A(1),SRP14(1);RPL7(2),RPS16(1)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
REACTOME_PHASE_1_FUNCTIONALIZATION_OF_COMPOUNDS	ADH4(1),CYP3A7(1);CYP27B1(1),FMO1(1),TBXAS1(1)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	NFKB1(1),PSEN2(1);PSEN2(3)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
REACTOME_SIGNALING_BY_PDGF	COL1A2(1),PDGFRA(1);COL1A1(1),PIK3CA(2)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
SIG_BCR_SIGNALING_PATHWAY	ITPR1(1),ITPR2(1),SYK(1);BLNK(1),PIK3CA(2)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
ST_FAS_SIGNALING_PATHWAY	NFKB1(1),NFKB2(1),PFN2(1);TRAF2(3)	6	2	8	3	0.25	0.272727272727	1.11807638262745	0.664086687306502	0.111075030216797	0.506863867848825
KEGG_AXON_GUIDANCE	ABLIM3(1),L1CAM(1),PLXNB2(1),ROBO1(2),SEMA3G(1),SEMA5A(1);ABLIM3(1),ARHGEF12(1),EPHA6(1),FES(1),ROBO1(1),ROBO2(1),SEMA4D(1),SEMA4G(2)	3	5	4	7	0.625	0.636363636364	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	CALML5(1),INPP5E(1),ITPR1(1),ITPR2(1),PI4K2B(1);INPP5A(3),IPPK(1),PIK3CA(2),PIK3R5(1)	3	5	4	7	0.625	0.636363636364	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
KEGG_PROSTATE_CANCER	ARAF(1),CCNE1(1),CREB3L4(1),ERBB2(1),FGFR2(1),NFKB1(1),PDGFRA(1);IGF1R(1),MDM2(3),MTOR(1),PIK3CA(2),PIK3R5(1)	3	5	4	7	0.625	0.636363636364	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
KEGG_TGF_BETA_SIGNALING_PATHWAY	FST(1),INHBA(1),INHBE(1),SMAD7(1),TGFBR2(1);AMH(3),SMAD7(2),TGFB2(1),TGFBR1(3)	3	5	4	7	0.625	0.636363636364	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	ADRA2C(4),CHRM5(1);ADRA1B(2),ADRA2C(1),DRD1(1),DRD4(2),TAAR6(1)	3	5	4	7	0.625	0.636363636364	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
REACTOME_TRANSCRIPTION	CLP1(1),GTF3A(1),PABPN1(1),SUPT4H1(1),TAF1(1),TAF11(1);CCNT1(2),CLP1(1),GTF2E2(2),HIST1H2AB(1),KAT2B(1)	3	5	4	7	0.625	0.636363636364	1.04727281696963	0.663372231483687	0.0506985830210896	0.512161016441411
BIOCARTA_TOB1_PATHWAY	IL2RA(1),TGFBR2(1),TOB2(1);TGFB2(1),TGFBR1(3)	5	3	7	4	0.375	0.363636363636	0.954861029329091	0.703381757561324	-0.0506985830210896	0.999269784222405
Byers_EMT	KRT19(1),TACSTD2(1),TMEM30B(1);CARD6(1),GALNT3(1),GPR56(1),ST14(2)	5	3	7	4	0.375	0.363636363636	0.954861029329091	0.703381757561324	-0.0506985830210896	0.999269784222405
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	PARS2(2),QARS(1),TARS2(1),YARS2(1);IARS2(1),NARS2(2),QARS(1)	5	3	7	4	0.375	0.363636363636	0.954861029329091	0.703381757561324	-0.0506985830210896	0.999269784222405
KEGG_AMOEBIASIS	COL1A2(1),NFKB1(1),SERPINB2(1);COL1A1(1),PIK3CA(2),PIK3R5(1),TGFB2(1)	5	3	7	4	0.375	0.363636363636	0.954861029329091	0.703381757561324	-0.0506985830210896	0.999269784222405
KEGG_CELL_ADHESION_MOLECULES_CAMS	CD274(1),CNTNAP1(1),ICAM3(1),L1CAM(1),NCAM2(1);CLDN23(2),ITGA4(2),NLGN2(1)	4	4	6	5	0.5	0.454545454545	0.84138898052296	0.74505834722553	-0.195917937881753	0.999269784222405
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	IL5(1),PLA2G2D(1),SYK(1);PIK3CA(2),PIK3R5(1),PLA2G6(1)	5	3	7	4	0.375	0.363636363636	0.954861029329091	0.703381757561324	-0.0506985830210896	0.999269784222405
KEGG_JAK_STAT_SIGNALING_PATHWAY	IFNAR1(1),IL10RA(1),IL2RA(1),IL5(1),JAK2(1),MPL(2),SPRY2(1);MPL(1),PIK3CA(2),PIK3R5(1),PTPN6(1)	5	3	7	4	0.375	0.363636363636	0.954861029329091	0.703381757561324	-0.0506985830210896	0.999269784222405
KEGG_PANCREATIC_CANCER	ARAF(1),ERBB2(1),NFKB1(1),TGFBR2(1);PIK3CA(2),PIK3R5(1),TGFB2(1),TGFBR1(3)	4	4	6	5	0.5	0.454545454545	0.84138898052296	0.74505834722553	-0.195917937881753	0.999269784222405
REACTOME_COLLAGEN_MEDIATED_ACTIVATION_CASCADE	COL1A2(1),PRKCZ(1),SYK(1);COL1A1(1),PIK3CA(2),PIK3R5(1)	5	3	7	4	0.375	0.363636363636	0.954861029329091	0.703381757561324	-0.0506985830210896	0.999269784222405
REACTOME_ELONGATION_AND_PROCESSING_OF_CAPPED_TRANSCRIPTS	CLP1(1),PABPN1(1),SUPT4H1(1);CCNT1(2),CLP1(1),HNRNPR(1)	5	3	7	4	0.375	0.363636363636	0.954861029329091	0.703381757561324	-0.0506985830210896	0.999269784222405
REACTOME_G1_S_TRANSITION	CCNE1(1),CDC25A(1),POLA2(1),RPA1(1);POLE2(1),RPA4(3)	5	3	7	4	0.375	0.363636363636	0.954861029329091	0.703381757561324	-0.0506985830210896	0.999269784222405
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	ADCY5(1),MC2R(1),RLN3(2);ADORA2B(1),DRD1(1),GLP1R(1),TAAR6(1)	5	3	7	4	0.375	0.363636363636	0.954861029329091	0.703381757561324	-0.0506985830210896	0.999269784222405
REACTOME_METABOLISM_OF_CARBOHYDRATES	ENO1(1),GAPDHS(1),PFKFB1(1),SLC37A4(1);NUP155(1),PFKP(1),SLC2A3(1),SLC2A4(1)	5	3	7	4	0.375	0.363636363636	0.954861029329091	0.703381757561324	-0.0506985830210896	0.999269784222405
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	PARS2(2),QARS(1),TARS2(1),YARS2(1);IARS2(1),NARS2(2),QARS(1)	5	3	7	4	0.375	0.363636363636	0.954861029329091	0.703381757561324	-0.0506985830210896	0.999269784222405
REACTOME_PLATELET_ACTIVATION_TRIGGERS	COL1A2(1),F2R(1),PRKCZ(1),SYK(1);COL1A1(1),PIK3CA(2),PIK3R5(1)	5	3	7	4	0.375	0.363636363636	0.954861029329091	0.703381757561324	-0.0506985830210896	0.999269784222405
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	PIGF(1),PIGL(1),PIGM(1);PIGG(1),PIGW(1),PROC(1),PROZ(1)	5	3	7	4	0.375	0.363636363636	0.954861029329091	0.703381757561324	-0.0506985830210896	0.999269784222405
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	SUPT4H1(1),TAF1(1),TAF11(1);CCNT1(2),GTF2E2(2)	5	3	7	4	0.375	0.363636363636	0.954861029329091	0.703381757561324	-0.0506985830210896	0.999269784222405
REACTOME_TRNA_AMINOACYLATION	PARS2(2),QARS(1),TARS2(1),YARS2(1);IARS2(1),NARS2(2),QARS(1)	5	3	7	4	0.375	0.363636363636	0.954861029329091	0.703381757561324	-0.0506985830210896	0.999269784222405
BIOCARTA_BCR_PATHWAY	SYK(1);BLNK(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
BIOCARTA_BIOPEPTIDES_PATHWAY	JAK2(1);PTK2B(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
BIOCARTA_CARM_ER_PATHWAY	NR0B1(1);NR0B1(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
BIOCARTA_CHEMICAL_PATHWAY	TLN1(1);PARP1(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
BIOCARTA_EPO_PATHWAY	JAK2(1);PTPN6(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
BIOCARTA_ERK_PATHWAY	PDGFRA(1);IGF1R(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
BIOCARTA_FEEDER_PATHWAY	MPI(1);MPI(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
BIOCARTA_FIBRINOLYSIS_PATHWAY	F2R(1),FGB(1),SERPINB2(1);FGB(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
BIOCARTA_IL1R_PATHWAY	NFKB1(1);TGFB2(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
BIOCARTA_IL3_PATHWAY	JAK2(1);PTPN6(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
BIOCARTA_INFLAM_PATHWAY	IL5(1);TGFB2(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
BIOCARTA_INTEGRIN_PATHWAY	TLN1(1);CAPN1(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
BIOCARTA_MYOSIN_PATHWAY	MYL2(1);ARHGEF12(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
BIOCARTA_PS1_PATHWAY	FZD1(1);HNF1A(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
BIOCARTA_PTDINS_PATHWAY	PRKCZ(1);PFKP(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
BIOCARTA_SPPA_PATHWAY	F2R(1),SYK(1);TBXAS1(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
BIOCARTA_UCALPAIN_PATHWAY	TLN1(1);CAPN1(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
BIOCARTA_VITCB_PATHWAY	SLC23A2(1);SLC2A3(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	PLA2G2D(1);PLA2G6(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
KEGG_ASTHMA	IL5(1);RNASE3(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
KEGG_CHEMOKINE_SIGNALING_PATHWAY	ADCY5(1),CCL25(1),CCR6(1),JAK2(1),NFKB1(1),PRKCZ(1);CCR5(1),CXCR3(1),PF4V1(1),PIK3CA(2),PIK3R5(1),PTK2B(1),SHC2(1)	3	5	5	6	0.625	0.545454545455	0.732556363498884	0.79173612764944	-0.346730597781644	0.999270516724626
KEGG_ENDOCRINE_AND_OTHER_FACTOR_REGULATED_CALCIUM_REABSORPTION	ATP2B1(1);KLK1(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
KEGG_ETHER_LIPID_METABOLISM	PLA2G2D(1);PLA2G6(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
KEGG_GLUTATHIONE_METABOLISM	GSTA2(1);GSTO1(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	CHSY1(1);CHPF(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	ST6GALNAC6(1);ST8SIA5(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	B3GNT1(1);B3GNT5(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
KEGG_MALARIA	KLRB1(1);TGFB2(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
KEGG_PHOTOTRANSDUCTION	CALML5(1);RHO(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	PDHA2(1);IARS2(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	RIMS1(1);SLC5A7(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_ACTIVATED_TLR4_SIGNALLING	IRF3(1);TLR10(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_APOPTOTIC_EXECUTION_PHASE	DFFB(1);LMNB1(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_CENTROSOME_MATURATION	TSGA14(1);DCTN3(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	ADRA2C(4),AGTR1(1),CCL25(1),CCR6(1),CHRM5(1),F2R(1),MC2R(1),OPRL1(1),PROKR2(1),QRFPR(1),RLN3(2);ADORA2B(1),ADRA1B(2),ADRA2C(1),AGTR1(1),C3AR1(1),CCR5(1),CXCR3(1),DRD1(1),DRD4(2),RHO(1),TAAR6(1)	1	7	2	9	0.875	0.818181818182	0.657528715624001	0.829721362229102	-0.335339606242912	0.999270516724626
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	QARS(1);QARS(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_EGFR_DOWNREGULATION	SPRY2(1);HGS(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_ELECTRON_TRANSPORT_CHAIN	NDUFA1(1),NDUFB8(1);NDUFA6(1),NDUFV1(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_FORMATION_AND_MATURATION_OF_MRNA_TRANSCRIPT	CLP1(1),PABPN1(1),SUPT4H1(1),TAF1(1),TAF11(1);CCNT1(2),CLP1(1),GTF2E2(2),HNRNPR(1)	3	5	5	6	0.625	0.545454545455	0.732556363498884	0.79173612764944	-0.346730597781644	0.999270516724626
REACTOME_GLOBAL_GENOMIC_NER	RPA1(1);POLE2(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_GLUTATHIONE_CONJUGATION	GSTA2(1);GSTO1(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	TSGA14(1);DCTN3(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	RPA1(1);POLE2(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	SEMA5A(1);TREM2(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_PACKAGING_OF_TELOMERE_ENDS	HIST3H3(1);HIST1H2AB(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_PD1_SIGNALING	CD274(1);PTPN6(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_PEROXISOMAL_LIPID_METABOLISM	CRAT(1);CRAT(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	COL1A2(1);COL1A1(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_PURINE_METABOLISM	NT5C1A(1);NT5C2(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_REGULATION_OF_INSULIN_SECRETION	ADCY5(1),ADRA2C(4),CACNB3(1),ENO1(1),GAPDHS(1),ITPR1(1),ITPR2(1),NDUFA1(1),NDUFB8(1),PFKFB1(1),SUCLG1(1);ADRA2C(1),GLP1R(1),IDH3A(2),NDUFA6(1),NDUFV1(1),PFKP(1),SUCLG2(1)	3	5	5	6	0.625	0.545454545455	0.732556363498884	0.79173612764944	-0.346730597781644	0.999270516724626
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_ALPHA	PEX11A(1);UCP1(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	RPA1(1);DNA2(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_REPAIR_SYNTHESIS_OF_PATCH_27_30_BASES_LONG_BY_DNA_POLYMERASE	RPA1(1);POLE2(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	ERBB2(1);ARHGEF12(1),SEMA4D(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_TOLL_LIKE_RECEPTOR_4_CASCADE	IRF3(1);TLR10(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_TRANSCRIPTION_COUPLED_NER	RPA1(1);POLE2(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	COASY(1);SLC5A6(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
SA_B_CELL_RECEPTOR_COMPLEXES	SYK(1);BLNK(1)	7	1	10	1	0.125	0.0909090909091	0.71351841092003	0.83625730994152	-0.239065694772613	0.999270516724626
BIOCARTA_ECM_PATHWAY	MYL2(1),TLN1(1);PIK3CA(2)	6	2	9	2	0.25	0.181818181818	0.681339817033505	0.823013415892673	-0.359924234451439	0.999270516724733
BIOCARTA_GSK3_PATHWAY	FZD1(1),NFKB1(1);PIK3CA(2)	6	2	9	2	0.25	0.181818181818	0.681339817033505	0.823013415892673	-0.359924234451439	0.999270516724733
BIOCARTA_IL12_PATHWAY	IL18R1(1),JAK2(1);CCR5(1),CXCR3(1)	6	2	9	2	0.25	0.181818181818	0.681339817033505	0.823013415892673	-0.359924234451439	0.999270516724733
BIOCARTA_MCALPAIN_PATHWAY	MYL2(1),TLN1(1);CAPN1(1),CXCR3(1)	6	2	9	2	0.25	0.181818181818	0.681339817033505	0.823013415892673	-0.359924234451439	0.999270516724733
BIOCARTA_RACCYCD_PATHWAY	CCNE1(1),NFKB1(1);PIK3CA(2)	6	2	9	2	0.25	0.181818181818	0.681339817033505	0.823013415892673	-0.359924234451439	0.999270516724733
BIOCARTA_TPO_PATHWAY	JAK2(1),MPL(2);MPL(1),PIK3CA(2)	5	3	8	3	0.375	0.272727272727	0.640984284097398	0.834365325077399	-0.473511654252867	0.999270516724733
KEGG_ALZHEIMERS_DISEASE	CALML5(1),COX6A2(1),ITPR1(1),ITPR2(1),NDUFA1(1),NDUFB8(1),PSEN2(1);CAPN1(1),NDUFA6(1),NDUFV1(1),PSEN2(3)	3	5	6	5	0.625	0.454545454545	0.518853664862201	0.885091688497261	-0.734692267056573	0.999270516724733
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	CACNB3(1),ITGA3(1),ITGA7(1);ITGA4(2),SGCA(1)	5	3	8	3	0.375	0.272727272727	0.640984284097398	0.834365325077399	-0.473511654252867	0.999270516724733
KEGG_BASAL_TRANSCRIPTION_FACTORS	GTF2IRD1(1),TAF1(1),TAF11(1),TAF2(1);GTF2E2(2),GTF2IRD1(1),TAF15(1)	5	3	8	3	0.375	0.272727272727	0.640984284097398	0.834365325077399	-0.473511654252867	0.999270516724733
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	ADH4(1),CYP3A7(1),GSTA2(1);FMO1(1),GSTO1(1),UGT1A3(2)	5	3	8	3	0.375	0.272727272727	0.640984284097398	0.834365325077399	-0.473511654252867	0.999270516724733
KEGG_ECM_RECEPTOR_INTERACTION	COL1A2(1),ITGA3(1),ITGA7(1);COL1A1(1),ITGA4(2)	5	3	8	3	0.375	0.272727272727	0.640984284097398	0.834365325077399	-0.473511654252867	0.999270516724733
KEGG_ENDOMETRIAL_CANCER	APC2(1),ARAF(1),ERBB2(1);ILK(1),PIK3CA(2),PIK3R5(1)	5	3	8	3	0.375	0.272727272727	0.640984284097398	0.834365325077399	-0.473511654252867	0.999270516724733
KEGG_FOCAL_ADHESION	CAV3(1),COL1A2(1),ERBB2(1),ITGA3(1),ITGA7(1),MYL2(1),PDGFRA(1),TLN1(1);COL1A1(1),IGF1R(1),ILK(1),ITGA4(2),PIK3CA(2),PIK3R5(1),SHC2(1)	2	6	4	7	0.75	0.636363636364	0.599930660048509	0.846749226006192	-0.526124060280963	0.999270516724733
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	MPI(1),MTMR1(1),PFKFB1(1),PMM2(1);GMPPB(1),MPI(1),PFKP(1)	5	3	8	3	0.375	0.272727272727	0.640984284097398	0.834365325077399	-0.473511654252867	0.999270516724733
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	CACNB3(1),ITGA3(1),ITGA7(1),MYL2(1);ITGA4(2),SGCA(1),TGFB2(1)	4	4	7	4	0.5	0.363636363636	0.588824590728986	0.856195919663412	-0.594395310482819	0.999270516724733
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	CCL25(1),IL5(1);ITGA4(2)	6	2	9	2	0.25	0.181818181818	0.681339817033505	0.823013415892673	-0.359924234451439	0.999270516724733
KEGG_MEASLES	CCNE1(1),IFNAR1(1),IL2RA(1),IRF3(1),JAK2(1),NFKB1(1),RCHY1(1);CSNK2A2(1),OAS1(2),PIK3CA(2),PIK3R5(1),TNFRSF10A(1),TNFRSF10C(1)	3	5	6	5	0.625	0.454545454545	0.518853664862201	0.885091688497261	-0.734692267056573	0.999270516724733
KEGG_MINERAL_ABSORPTION	ATP2B1(1),CLCN2(2);CYBRD1(1),MT1G(2)	5	3	8	3	0.375	0.272727272727	0.640984284097398	0.834365325077399	-0.473511654252867	0.999270516724733
KEGG_OXIDATIVE_PHOSPHORYLATION	COX6A2(1),NDUFA1(1),NDUFB8(1);ATP6V1E2(1),ATP6V1H(1),NDUFA6(1),NDUFV1(1)	6	2	9	2	0.25	0.181818181818	0.681339817033505	0.823013415892673	-0.359924234451439	0.999270516724733
KEGG_P53_SIGNALING_PATHWAY	CCNE1(1),PPM1D(1),RCHY1(1);MDM2(3)	5	3	8	3	0.375	0.272727272727	0.640984284097398	0.834365325077399	-0.473511654252867	0.999270516724733
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	ADCY5(1),ARAF(1),CDC25A(1);IGF1R(1),PIK3CA(2),PIK3R5(1)	5	3	8	3	0.375	0.272727272727	0.640984284097398	0.834365325077399	-0.473511654252867	0.999270516724733
KEGG_PROTEIN_DIGESTION_AND_ABSORPTION	ACE2(1),COL1A2(1),SLC15A1(1);CELA2B(2),COL1A1(1)	5	3	8	3	0.375	0.272727272727	0.640984284097398	0.834365325077399	-0.473511654252867	0.999270516724733
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	APC2(1),ARAF(1),CHRM5(1),F2R(1),FGF13(1),FGFR2(1),ITGA3(1),ITGA7(1),MYL2(1),PDGFRA(1),PFN2(1),RRAS(1);ARHGEF12(1),ITGA4(2),PIK3CA(2),PIK3R5(1),WASF1(1)	2	6	4	7	0.75	0.636363636364	0.599930660048509	0.846749226006192	-0.526124060280963	0.999270516724733
KEGG_RNA_TRANSPORT	PABPC3(1),PABPC4L(2),UPF2(1);EIF3A(1),EIF4G3(1),NUP155(1),THOC5(1)	5	3	8	3	0.375	0.272727272727	0.640984284097398	0.834365325077399	-0.473511654252867	0.999270516724733
KEGG_SHIGELLOSIS	NFKB1(1),PFN2(1);NOD1(1),WASF1(1)	6	2	9	2	0.25	0.181818181818	0.681339817033505	0.823013415892673	-0.359924234451439	0.999270516724733
KEGG_TUBERCULOSIS	CALML5(1),IL10RA(1),JAK2(1),NFKB1(1),SYK(1);ARHGEF12(1),ATP6V1H(1),CYP27B1(1),LAMP2(1),SPHK1(1),TGFB2(1)	4	4	7	4	0.5	0.363636363636	0.588824590728986	0.856195919663412	-0.594395310482819	0.999270516724733
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	CCL25(1),CCR6(1);CCR5(1),CXCR3(1)	6	2	9	2	0.25	0.181818181818	0.681339817033505	0.823013415892673	-0.359924234451439	0.999270516724733
